18623	3600.051
18624	3600.061
18625	1084.344
18626	429.4206
18628	3600.051
18629	3600.052
18645	3600.051
18646	3600.054
18647	3600.052
18648	3600.052
18649	3600.053
18650	3602.113
18651	3600.054
18652	3600.052
18654	3601.589
18655	3600.052
18656	3600.052
18657	3600.26
18658	3600.052
18659	3600.052
18660	3600.052
18661	3600.052
18662	3600.129
18663	3600.052
18664	3600.053
18665	3600.488
18666	3600.053
18667	3600.052
18668	1290.021
18669	1056.017
18670	3600.052
18671	3600.052
18672	3600.093
18673	3600.052
18674	3600.053
18675	3600.052
18676	3600.053
18677	3600.052
18678	3600.052
18679	3600.052
18680	3600.052
18681	3600.052
18682	3600.946
18683	3600.053
18684	3602.215
18685	3600.052
18686	3602.698
18687	3600.053
18688	3600.697
18689	3600.053
18690	3600.054
18691	3600.052
18692	3600.052
18693	3600.427
18694	3600.052
18695	3600.052
18696	3600.052
18697	3600.052
18698	3601.423
18699	3600.839
18700	2560.256
18701	2043.252
18702	3602.12
18703	3600.052
18707	993.0189
18738	329.0071
18752	3094.421
18761	1461.272
18762	2870.041
18763	3600.051
18764	3600.928
18765	3600.053
18766	3600.051
18767	3600.052
18768	3600.85
18769	3600.052
18770	3600.738
18771	3600.052
18772	3600.052
18773	3600.052
18774	3600.053
18775	2321.035
18776	3600.052
18777	3600.052
18778	3600.052
18779	3600.053
18780	3602.643
18781	3600.889
18782	3600.704
18783	2342.035
18803	3183.058
18804	2997.051
18805	1000.017
18806	245.2836
18807	454.0085
18808	2448.926
18809	2191.033
18810	1895.46
18811	1867.029
18812	1606.025
18813	529.7805
18814	945.922
18815	1575.025
18816	1735.029
18817	1697.966
18818	1602.602
18819	1646.026
18820	1622.025
18821	1650.004
18822	1556.025
18823	1595.025
18824	1664.026
18825	1643.026
18826	1699.026
18827	1681.922
18828	1635.025
18829	1611.026
18830	1661.027
18831	1628.079
18832	1708.033
18833	1668.026
18834	1633.026
18835	1711.088
18836	1737.027
18837	1743.026
18838	1807.028
18844	681.0125
18883	3600.052
18884	3600.052
18885	3600.053
18886	3600.51
18887	3600.052
18888	3600.053
18889	3600.052
18890	3600.052
18891	3600.053
18892	3600.052
18893	3600.052
18894	3600.052
18895	3600.052
18896	3600.052
18897	3600.053
18898	2078.136
18899	876.0145
18900	3601.108
18901	3600.053
18902	3601.286
18903	3600.053
18904	3600.052
18905	3601.111
18906	3600.052
18907	3601.37
18908	3600.053
18909	3600.052
18910	3600.052
18911	3600.052
18912	3600.675
18913	3600.89
18914	3600.052
18915	3600.052
18916	3600.054
18917	3600.053
18918	2255.942
18920	3110.046
18921	3601.802
18922	3600.053
18923	3600.052
18924	3600.052
18925	3600.052
18926	3600.052
18927	3600.082
18928	3600.052
18929	3600.052
18930	3600.055
18931	3601.648
18932	3600.052
18933	3600.055
18934	3602.346
18935	3600.44
18936	3600.052
18937	3600.052
18938	3602.71
18939	1214.019
18940	2719.04
18941	3602.642
18942	3538.69
18943	3442.05
18944	3386.634
18945	3426.05
18946	3379.175
18947	3375.05
18948	3390.05
18949	3433.704
18950	3365.049
18951	3343.049
18952	3417.05
18953	3323.048
18954	3404.05
18955	3362.05
18956	3285.049
18957	3309.048
19240	3600.051
19264	3600.052
19265	3600.052
19266	3600.054
19267	1935.14
19268	3600.052
19269	3600.054
19270	3600.052
19271	3600.052
19272	3600.052
19273	3600.052
19274	3600.052
19275	3600.053
19276	3600.052
19277	3600.052
19278	3600.052
19279	3600.052
19280	2994.071
19304	3600.68
19305	3600.052
19306	1041.017
19307	3600.052
19308	3600.052
19309	3600.052
19310	3600.052
19311	3600.052
19312	3600.052
19313	3600.055
19314	3575.052
19315	3515.051
19316	3596.052
19317	3600.052
19318	2259.034
19320	3242.047
19321	3481.051
19322	3587.052
19323	3542.052
19324	3461.051
19325	3451.05
19326	3267.049
19327	3391.049
19328	3362.051
19329	3320.049
19330	3370.049
19331	3568.052
19332	3429.05
19333	3582.052
19334	3567.052
19335	3548.052
19336	3473.051
19337	3600.054
19338	3600.053
19339	3600.052
19340	3600.053
19341	3600.053
19342	3600.052
19343	3600.052
19344	3600.053
19345	3600.052
19346	2515.037
19347	3013.044
19348	3600.052
19349	3600.052
19350	3600.053
19351	3600.053
19352	3600.054
19353	3600.054
19354	1730.027
19355	3600.053
19356	3600.052
19357	3600.052
19358	3600.052
19359	3600.052
19360	3600.052
19361	3600.052
19362	3600.052
19363	3600.052
19364	3600.052
19365	3600.052
19366	3600.052
19367	3600.052
19368	3600.052
19369	3600.055
19370	3600.053
19371	3600.052
19372	3600.053
19373	3600.052
19374	3600.052
19375	3600.052
19376	3600.052
19377	3600.053
19378	3600.052
19379	3600.052
19380	3600.052
19381	3600.057
19382	3600.052
19383	3600.052
19384	3600.053
19385	1562.025
19386	393.0085
19387	3600.056
19388	3600.052
19389	3600.052
19390	3600.052
19391	3600.053
19392	3600.052
19393	3600.052
19394	3600.052
19395	3600.052
19396	3600.108
19397	3600.052
19398	3600.055
19399	3600.053
19400	3600.052
19401	3600.052
19402	3600.052
19403	3600.052
19404	3600.053
19405	3600.053
19406	3600.054
19407	3600.051
19408	3600.051
19409	3600.052
19410	3600.054
19411	3600.052
19412	3600.052
19413	3600.052
19414	3600.054
19415	3600.052
19416	3600.052
19417	3600.052
19418	3600.053
19419	1214.02
19420	3600.053
19421	3600.052
19422	2115.032
19423	3600.051
19424	2167.031
19425	2267.035
19428	1935.029
19429	3600.052
19430	517.0115
19436	3600.052
19437	3600.051
19438	3600.059
19439	3600.052
19440	3600.052
19441	3600.06
19442	3600.053
19443	3600.052
19444	3600.053
19445	3600.053
19481	3600.05
19482	3600.051
19483	3600.051
19484	3600.051
19485	3600.052
19486	3600.052
19487	3600.052
19488	3600.051
19489	3600.052
19490	1844.027
19491	3600.052
19492	3600.052
19493	3600.058
19494	3600.052
19495	3600.052
19496	3600.054
19502	3600.051
19503	3600.053
19504	3600.054
19505	3600.054
19506	3600.053
19507	3600.051
19508	3600.052
19509	3600.052
19510	3600.053
19511	3600.053
19512	3600.053
19513	3600.054
19514	3600.052
19515	3530.052
19613	3600.051
19614	3600.051
19615	3600.052
19616	3600.052
19617	3600.052
19618	3600.052
19619	2240.035
19620	3600.054
19621	3600.053
19622	3600.052
19623	3600.052
19624	3600.053
19625	3600.054
19626	3600.052
19627	3600.053
19628	3600.052
19629	3600.052
19630	3600.052
19631	3600.052
19632	3600.052
19633	3600.053
19634	3600.052
19635	3600.052
19636	3600.052
19637	3600.052
19638	3600.053
19639	3600.052
19640	3600.053
19641	3600.052
19642	3600.052
19643	3600.053
19644	3600.053
19645	3600.053
19646	3600.052
19647	3600.052
19648	3495.052
19649	3600.052
19650	3415.05
19651	3600.052
19652	3600.052
19653	3600.052
19654	3600.053
19655	3600.054
19656	3600.052
19657	3600.052
19658	3600.054
19659	3600.053
19660	3600.054
19661	3600.052
19662	3600.052
19663	3600.052
19664	3600.053
19665	3600.052
19666	3600.054
19667	3600.052
19668	3600.054
19669	3600.053
19670	3600.052
19671	3600.052
19672	3600.053
19673	3600.053
19674	3600.052
19675	3600.052
19676	3600.052
19677	3613.248
19678	1535.025
19696	1464.022
19697	774.608
19707	1345.024
19708	5544.503
19709	3600.052
19710	3600.052
19711	3600.052
19712	3600.052
19713	3600.105
19714	3600.052
19715	3600.052
19716	3600.052
19717	3600.052
19718	3600.052
19719	3600.052
19720	3600.053
19721	2530.039
19722	3585.28
19733	3600.052
19734	3600.052
19735	3600.053
19736	3600.052
19737	561.0106
19738	3108.046
19739	3600.052
19740	3600.052
19741	3600.052
19742	3600.052
19743	3600.052
19744	3600.052
19745	3600.053
19746	3600.053
19747	2058.031
19771	3600.052
19772	3600.053
19773	3600.053
19775	3600.053
19776	3600.053
19777	3600.062
19778	3600.053
19779	3600.052
19780	3600.053
19781	3600.052
19782	3600.054
19783	3600.053
19784	3600.052
19785	3600.052
19786	3600.052
19787	3600.053
19788	850.0146
19789	573.0105
19790	1158.019
19791	1235.02
19792	1260.02
19793	1238.02
19794	1255.024
19795	1258.02
19796	579.011
19797	1242.021
19798	1273.021
19799	1282.02
19800	1299.021
19801	814.1852
19806	3600.051
19832	3600.052
19833	3600.052
19834	3600.052
19835	3600.052
19836	3118.046
19837	3600.053
19838	3600.052
19839	3600.052
19840	3600.052
19841	3600.052
19842	3600.052
19843	3600.052
19844	3600.053
19845	3600.052
19846	3600.053
19847	3600.052
19848	3600.052
19849	3600.052
19850	3600.053
19851	3600.053
19852	3600.052
19853	3600.052
19854	3600.053
19855	3600.053
19856	3600.054
19857	3600.052
19858	3600.052
19859	3101.045
19860	3523.052
19862	3600.052
19863	3600.406
19864	3600.052
19865	3600.087
19866	3600.052
19867	3600.052
19868	3600.052
19869	3600.052
19870	3600.052
19871	3600.052
19872	3600.052
19873	3600.052
19874	3600.052
19875	3600.052
19876	3600.052
19877	3600.052
19878	3600.052
19879	3600.052
19880	3600.075
19881	3600.052
19882	3600.052
19883	3600.052
19884	3600.052
19885	3600.052
19886	3600.052
19887	3600.052
19888	3600.052
19889	3600.052
19890	3600.052
19891	2314.035
19892	2267.034
19893	3600.053
19894	3600.053
19895	3600.052
19896	3600.052
19897	3600.052
19898	3600.052
19899	3600.052
19901	3600.053
19902	3600.052
19903	3058.045
19904	3600.055
19905	3600.055
19906	3600.052
19907	3600.053
19968	3600.052
19969	3600.051
19970	3600.052
19971	3600.054
19972	3600.052
19973	3600.051
19974	3600.051
19975	3600.052
19976	3600.051
19977	1738.026
19978	2669.039
19979	3600.052
19980	3600.051
19981	3600.051
19982	3600.051
19983	3600.051
19984	3600.052
19985	3600.051
19986	3600.051
19987	3600.052
19988	3600.052
19989	3600.052
19990	3600.051
19991	3600.051
19992	3600.051
19993	3600.052
19994	3600.052
19995	3600.051
19996	3600.051
19997	3600.051
19998	3600.376
19999	1990.034
20020	3600.052
20021	3600.052
20022	3600.052
20023	3600.053
20024	3600.051
20025	3600.052
20026	331.0059
20027	2725.039
20028	3600.051
20029	3600.051
20030	3600.052
20031	3600.052
20032	3600.051
20033	3600.051
20034	3600.052
20035	3600.051
20036	3600.053
20037	3600.051
20038	3600.052
20039	3600.052
20040	1208.018
20074	3600.052
20075	3600.051
20076	3600.052
20077	3318.047
20078	3600.051
20079	3600.051
20080	3600.051
20081	3600.051
20082	3600.051
20083	3600.052
20084	3600.052
20085	3600.052
20086	3600.052
20087	3600.051
20088	3600.052
20089	1732.026
20090	1484.022
20091	3600.052
20092	3600.051
20093	3600.051
20094	3600.052
20095	3600.051
20096	3600.052
20097	3600.052
20098	3600.052
20099	3600.051
20100	3600.051
20101	3600.051
20102	3600.051
20103	3600.052
20104	3600.052
20105	3600.052
20106	3600.051
20107	3600.052
20108	3600.052
20109	3600.052
20110	3600.052
20111	3600.051
20112	3600.051
20113	3600.051
20114	3600.052
20115	3600.051
20116	3600.052
20117	3600.051
20118	3600.052
20119	3600.052
20120	3600.051
20121	3600.051
20122	388.0069
20123	1334.049
20124	2321.042
20125	2479.036
20126	2536.037
20127	2613.037
20128	2437.035
20129	2414.341
20130	1043.031
20132	3600.052
20133	3600.052
20134	1512.024
20136	3600.053
20137	3600.051
20138	3600.051
20139	3513.091
20140	3600.052
20141	3600.051
20142	3600.051
20143	3600.052
20144	3600.051
20145	3600.052
20146	3600.051
20147	3600.051
20148	3600.052
20149	3600.051
20150	3600.051
20151	3600.052
20152	3600.052
20153	3600.051
20154	3600.051
20155	3600.051
20156	3600.051
20157	3600.052
20158	3030.045
20159	3600.052
20160	3600.052
20161	3600.051
20162	3600.051
20163	3600.052
20164	3600.052
20165	3600.051
20166	3600.051
20167	3600.051
20168	3600.052
20169	3600.051
20170	3600.051
20171	3600.051
20172	3600.051
20173	3600.061
20174	3600.052
20175	3600.052
20176	3600.051
20177	3600.054
20178	3600.051
20179	3600.051
20180	3600.051
20181	3600.052
20182	3600.052
20183	3600.051
20184	3600.051
20185	3600.052
20186	3600.052
20187	3600.052
20188	3260.047
20189	1967.028
20190	3600.051
20191	3600.051
20192	3600.051
20193	3600.051
20194	3600.052
20195	3600.051
20196	3600.051
20197	3600.055
20198	3600.051
20199	2177.192
20218	3600.052
20219	3600.051
20220	3600.052
20221	3600.051
20222	3600.051
20223	3600.054
20224	3600.051
20225	3600.054
20226	3600.051
20227	3600.051
20228	3600.052
20229	3600.051
20230	3600.052
20231	3600.051
20232	3600.052
20233	3600.051
20234	3600.051
20235	3600.051
20236	3600.051
20237	3600.051
20239	1618.024
20240	3155.046
20241	3030.045
20242	3030.045
20243	494.0096
20244	3600.051
20245	3600.051
20246	3600.051
20247	3600.051
20248	3600.051
20249	3600.051
20250	3600.051
20251	3600.051
20252	3600.054
20253	3600.052
20254	3600.051
20255	3600.051
20256	3600.051
20257	3600.051
20258	3600.051
20259	3600.051
20260	3600.051
20261	3600.051
20262	3600.052
20263	3600.051
20264	3600.052
20265	3600.052
20266	3600.052
20267	3600.052
20268	3600.052
20269	3600.052
20270	3600.052
20271	297.6189
20272	1911.028
20273	3600.051
20274	3600.051
20275	3600.052
20276	3600.052
20277	3600.051
20278	3600.051
20279	3600.052
20280	3600.052
20281	3600.051
20282	3600.051
20283	3600.051
20284	3600.051
20285	3600.051
20286	922.0232
20311	3600.053
20312	3600.052
20313	3600.052
20314	4603.151
20315	3600.052
20316	2937.043
20319	3437.049
20320	3404.049
20321	3445.05
20322	3465.05
20323	3431.049
20324	3388.05
20325	3292.049
20326	3263.047
20327	3281.048
20328	3327.049
20329	3365.049
20330	3416.051
20331	3350.05
20332	3376.085
20334	3601.412
20335	3025.048
20336	3007.044
20337	3025.044
20338	3100.046
20339	3180.047
20340	3279.048
20341	3370.05
20342	414.0085
20343	3319.535
20344	3368.05
20345	3280.048
20346	2936.043
20347	2990.044
20348	3013.044
20349	3028.044
20350	2964.044
20351	2851.042
20352	2842.042
20353	2638.039
20354	2485.037
20355	2691.04
20356	2888.042
20357	2849.042
20358	2837.042
20359	2821.042
20360	2838.061
20361	2809.042
20362	2732.554
20363	2731.042
20364	2766.041
20365	2777.054
20366	2760.042
20367	2774.042
20368	2772.041
20369	2708.041
20370	2693.04
20371	2691.041
20372	2596.038
20373	2533.038
20374	2558.039
20375	2069.031
20377	3600.053
20378	3600.052
20379	2941.043
20380	239.0061
20381	3477.05
20382	3469.052
20383	3446.05
20384	3475.05
20385	3443.05
20386	3452.05
20387	3486.051
20388	3492.051
20389	3480.051
20390	3158.046
20391	3048.045
20392	2863.043
20393	2689.04
20394	2614.039
20395	2592.042
20396	2438.035
20397	2782.04
20398	2860.041
20399	2805.041
20400	2863.041
20401	3035.044
20402	3088.045
20403	3149.046
20404	3143.046
20405	3180.045
20406	3151.045
20407	3191.046
20408	3181.046
20409	3199.046
20410	3186.046
20411	3173.046
20412	3167.045
20413	3163.045
20414	3113.045
20415	2815.042
20417	2063.032
20418	3097.046
20419	3077.045
20420	3110.046
20421	3185.046
20422	3183.05
